Company ID,Companies,First Financing Date,Last Known Valuation Date,Last Known Valuation,First Financing Valuation,First Financing Size,Emerging Spaces,Primary Industry Code,Unicorn Status
112022-47,Stem Disintermedia,2016.317808219178,2022.035616438356,90.0,11.25,4.5,0,Financial Software,0
150441-40,Stimdia Medical,2015.9698630136986,2022.4520547945206,41.13,3.4,1.9,0,Other Devices and Supplies,0
155883-43,Story Terrace,2016.7643835616439,2022.495890410959,12.41,2.55,0.65,0,Media and Information Services (B2B),0
265987-72,StoryFit,2016.0931506849315,2022.695890410959,18.0,1.67,0.1,0,Business/Productivity Software,0
125878-06,StradVision,2017.627397260274,2022.3753424657534,311.46,24.68,2.66,0,Automotive,0
226335-52,Strangeworks,2018.3753424657534,2023.2164383561644,124.0,14.0,4.0,Quantum Computing,Business/Productivity Software,0
103100-59,Stratifyd,2015.2082191780821,2022.682191780822,50.0,6.0,1.0,0,Business/Productivity Software,0
111652-03,Strivr (Educational Software),2016.9534246575342,2022.145205479452,180.0,25.0,5.0,0,Educational Software,0
250238-98,Strozzi Institute,2018.0109589041097,2023.0849315068492,1.63,1.0,0.15,0,Education and Training Services (B2B),0
151181-29,Subchondral Solutions,2015.495890410959,2022.2931506849316,25.0,3.2,0.8,0,Therapeutic Devices,0
436406-77,Sullivan's Brewing Company,2016.9068493150685,2022.5342465753424,12.43,4.7,3.41,0,Beverages,0
121792-96,Summus,2018.0,2022.0739726027398,215.0,7.28,2.28,0,Clinics/Outpatient Services,0
54440-38,Suneva Medical,2009.317808219178,2022.0301369863014,511.0,32.75,25.0,0,Other Pharmaceuticals and Biotechnology,0
64021-96,Sunverge,2011.9698630136986,2022.150684931507,35.29,12.05,2.05,0,Other Equipment,0
226107-64,Super App,2018.2109589041097,2022.3013698630136,490.54,1.71,0.12,0,Media and Information Services (B2B),0
96779-35,SuperBetter,2015.704109589041,2022.972602739726,8.1,4.17,0.17,0,Other Services (B2C Non-Financial),0
60020-83,Superpedestrian,2012.9698630136986,2022.0849315068492,586.15,11.37,2.1,0,Automotive,0
118397-08,SuperPhone,2016.1808219178083,2023.3013698630136,30.32,6.5,1.5,0,Business/Productivity Software,0
150516-91,Superside,2016.2246575342465,2022.0,530.0,1.71,0.12,0,Media and Information Services (B2B),0
156109-15,Supira Medical,2012.4356164383562,2022.150684931507,200.0,2.0,0.5,0,Therapeutic Devices,0
63262-99,Survios,2014.3780821917808,2023.0054794520547,200.0,14.2,4.2,0,Entertainment Software,0
171433-72,SweepBright,2016.1616438356164,2022.772602739726,9.34,0.92,0.55,0,Business/Productivity Software,0
61697-44,Swift Shift,2012.7890410958903,2022.2219178082191,15.7,1.09,0.4,0,Practice Management (Healthcare),0
228874-51,Swiftly,2018.0438356164384,2022.66301369863,1000.0,8.8,2.2,0,Business/Productivity Software,1
157837-24,Swyft(Business/Productivity Software),2016.3068493150686,2022.964383561644,50.0,9.5,3.5,0,Business/Productivity Software,0
52338-43,Syncbak,2010.2630136986302,2022.6109589041096,275.0,8.81,1.31,0,Broadcasting Radio and Television,0
169464-52,Syzygy Plasmonics,2018.1616438356164,2022.8739726027397,246.69,3.6,0.9,0,Alternative Energy Equipment,0
125574-22,T-REX (Financial Services),2014.0164383561644,2022.021917808219,140.0,10.2,4.2,0,Financial Software,0
58352-95,T3D Therapeutics,2013.4657534246576,2022.6712328767123,67.0,1.94,0.44,0,Drug Discovery,0
221586-13,Tablecloth,2017.7972602739726,2022.4136986301369,12.39,1.15,0.15,0,Media and Information Services (B2B),0
58679-20,Tagboard,2013.0,2022.9123287671232,40.5,12.0,2.0,0,Multimedia and Design Software,0
179648-56,Tailwind Imaging,2017.876712328767,2023.2246575342465,7.0,1.5,0.38,0,Other Commercial Services,0
102454-57,Talam Biotech,2013.8109589041096,2022.4356164383562,7.22,0.55,0.07,0,Multi-line Chemicals,0
159415-03,Tally,2015.4246575342465,2022.7452054794521,855.0,9.0,2.0,0,Financial Software,0
60257-71,Tarana,2011.1616438356164,2022.2219178082191,1000.0,29.14,9.14,0,Wireless Communications Equipment,1
228555-73,Tattle,2018.4136986301369,2022.1424657534246,36.0,6.0,1.4,0,Business/Productivity Software,0
231880-15,Tazi AI,2017.8739726027397,2022.627397260274,13.58,4.68,1.64,0,Business/Productivity Software,0
185815-63,Tegus,2017.6657534246576,2022.7369863013698,3201.21,4.5,1.5,0,Financial Software,1
187698-07,Templum,2017.8164383561643,2022.7753424657535,173.5,5.7,2.7,0,Financial Software,0
164234-62,Tempus Labs,2015.7205479452055,2022.8,10250.0,75.5,7.5,AI-powered Drug Discovery,Decision/Risk Analysis,1
60599-35,Territory Foods,2015.495890410959,2023.2246575342465,92.0,12.25,4.9,0,Food Products,0
185621-50,TestCard,2017.3671232876711,2022.495890410959,54.15,0.75,0.17,0,Diagnostic Equipment,0
103273-48,Textio,2015.0876712328768,2022.0082191780823,128.0,8.0,1.5,Generative AI,Business/Productivity Software,0
435563-47,Thaiwala,2018.0109589041097,2023.309589041096,5.0,1.1,0.17,0,Beverages,0
54642-97,thatgamecompany,2012.4520547945206,2022.1671232876713,1500.0,20.0,5.5,0,Entertainment Software,1
162689-86,The Bee Corp,2016.517808219178,2022.986301369863,8.27,0.5,0.1,Pollination Tech,Business/Productivity Software,0
266062-87,Theator,2018.295890410959,2022.5534246575342,134.0,7.0,3.0,0,Decision/Risk Analysis,0
104103-82,Therma (Electronic Equipment and Instruments),2017.0301369863014,2023.1013698630136,59.0,5.8,2.3,0,Electronic Equipment and Instruments,0
124585-39,ThinkIQ,2015.8575342465754,2022.7013698630137,15.44,4.3,0.84,0,Business/Productivity Software,0
65300-23,Thinknum,2014.5671232876712,2022.7232876712328,58.26,2.75,1.0,0,Financial Software,0
108720-82,ThinOptics,2014.6657534246576,2022.2767123287672,29.52,21.0,2.2,0,Accessories,0
230740-75,Third Wave Automation,2018.4136986301369,2023.1287671232876,145.0,16.0,4.0,0,Machinery (B2B),0
343649-26,ThorDrive,2018.3753424657534,2022.0849315068492,132.7,12.5,2.5,0,Road,0
229214-17,ThreatLocker,2017.7397260273972,2022.295890410959,580.0,0.63,0.05,0,Network Management Software,0
155031-76,Thunkable,2016.2219178082191,2022.2575342465752,130.0,1.79,0.13,0,Software Development Applications,0
167147-38,TiBit Communications,2016.786301369863,2022.890410958904,250.0,28.48,13.84,0,Connectivity Products,0
183301-75,Tidelift,2018.386301369863,2022.6986301369864,238.0,40.0,15.0,0,Software Development Applications,0
43054-21,Tigo Energy,2008.4164383561645,2022.4,275.0,14.75,7.66,0,Alternative Energy Equipment,0
114396-22,TILT Biotherapeutics,2013.5808219178082,2023.1013698630136,50.14,2.64,1.83,0,Drug Discovery,0
115367-41,Timescale,2015.0,2022.1424657534246,1000.0,11.7,3.7,0,Database Software,1
232137-28,Titan,2018.1424657534246,2022.1890410958904,1080.0,1.71,0.12,0,Asset Management,1
168420-25,Tive,2017.0986301369862,2022.2356164383561,310.0,0.43,0.12,0,Logistics,0
160264-81,TOCA Football,2016.3835616438357,2023.0328767123287,453.61,10.21,2.21,0,Leisure Facilities,0
224532-19,TomBot,2018.0684931506848,2023.2630136986302,23.33,2.95,0.25,0,Electronic Equipment and Instruments,0
125615-62,Tonal,2016.372602739726,2023.2712328767122,575.0,7.9,1.4,Connected Fitness Equipment,Other Consumer Durables,0
159201-01,TraceAir,2016.372602739726,2022.5671232876712,55.0,2.5,0.13,0,Business/Productivity Software,0
160350-67,Trackd,2015.8191780821917,2022.4109589041095,7.76,1.97,0.18,0,Multimedia and Design Software,0
62620-57,Tradier,2014.3068493150686,2023.2520547945205,135.0,9.0,3.12,0,Brokerage,0
267451-21,Transect,2016.835616438356,2022.2246575342465,29.43,2.8,0.75,0,Business/Productivity Software,0
222724-45,TravelNest,2015.4328767123288,2022.2438356164384,52.71,0.52,0.15,0,Business/Productivity Software,0
113643-01,TravelPerk,2016.4328767123288,2022.0301369863014,1300.0,23.77,8.37,0,Business/Productivity Software,1
57702-79,Tray.io,2014.9917808219177,2022.545205479452,620.0,8.7,2.2,0,Business/Productivity Software,0
226921-96,Treasury Prime,2018.0082191780823,2023.0849315068492,340.0,15.4,2.4,0,Financial Software,0
224328-16,Trebel,2014.4520547945206,2022.2410958904109,275.0,4.5,1.0,0,Entertainment Software,0
222485-14,TriFlo Cardiovascular,2017.890410958904,2022.454794520548,37.76,10.0,1.0,0,Biotechnology,0
187441-66,Tripp,2017.7397260273972,2022.4,60.0,15.0,4.0,VR Health,Other Consumer Durables,0
236946-16,TripScout,2018.0,2022.4164383561645,40.25,2.14,0.15,0,Information Services (B2C),0
187860-16,Tropos Motors (Automotive),2017.890410958904,2022.641095890411,265.0,5.2,1.2,0,Automotive,0
148862-80,Troubadour Goods,2013.7205479452055,2022.5698630136985,11.16,2.1,1.04,0,Accessories,0
484556-77,Truein,2016.2410958904109,2022.4931506849316,4.44,0.04,0.01,0,Business/Productivity Software,0
227537-20,Truework,2018.2739726027398,2022.3287671232877,460.0,9.9,2.9,0,Business/Productivity Software,0
169670-35,Turntide,2014.186301369863,2022.4520547945206,1805.0,0.65,0.15,0,Electrical Equipment,1
181752-58,uLab Systems,2015.7643835616439,2022.6986301369864,230.0,6.1,1.6,0,Other Healthcare Technology Systems,0
510538-60,uLouder,2017.5479452054794,2022.5808219178082,1.3,0.5,0.06,0,Social/Platform Software,0
118093-51,Ultraleap,2014.8657534246574,2022.5479452054794,313.69,1.95,0.96,0,Other Hardware,0
467708-50,UMI,2017.0904109589042,2022.7643835616439,31.61,2.75,0.76,0,Business/Productivity Software,0
183087-46,Upshift (Human Capital Services),2016.4520547945206,2022.7452054794521,40.03,0.42,0.05,0,Human Capital Services,0
150350-77,Upside,2015.9041095890411,2022.2027397260274,1500.0,16.0,6.0,0,Information Services (B2C),1
364499-56,URB-E,2014.0,2022.2465753424658,89.6,44.28,9.28,0,Automotive,0
149887-18,UrbanFootprint,2016.0,2022.2465753424658,106.57,5.8,1.2,Urban Planning Tech,Business/Productivity Software,0
222501-70,Ursa Major Technologies,2017.4739726027397,2022.7835616438356,545.0,6.3,2.8,0,Aerospace and Defense,0
187928-29,Valence,2018.3643835616438,2022.3342465753424,98.0,18.0,5.4,0,Business/Productivity Software,0
152524-90,Valera Health,2014.6657534246576,2022.7643835616439,168.54,4.7,0.7,0,Other Healthcare Technology Systems,0
231357-97,Vanta,2018.0,2022.7780821917809,1600.0,2.14,0.15,0,Network Management Software,1
158232-16,Varo,2016.3342465753424,2023.1616438356164,1850.0,70.0,28.0,0,Other Commercial Banks,1
58391-11,Vascular Dynamics,2008.0,2022.331506849315,55.0,8.0,3.0,0,Therapeutic Devices,0
52772-50,Vaxxas,2011.5808219178082,2022.9260273972602,71.63,24.36,16.22,0,Drug Delivery,0
107767-45,Vectary,2016.7232876712328,2023.0657534246575,49.1,9.0,2.5,0,Multimedia and Design Software,0
162690-85,VELDT,2016.2410958904109,2022.0821917808219,3.49,5.66,0.35,0,Accessories,0
86194-99,Verana Health,2015.041095890411,2022.035616438356,550.0,15.8,7.8,0,Media and Information Services (B2B),0
120195-73,Veritonic,2015.309589041096,2022.4383561643835,43.14,1.6,0.1,0,Business/Productivity Software,0
167981-95,Verkada,2017.7205479452055,2022.682191780822,3200.0,13.9,3.9,0,Electronic Equipment and Instruments,1
233427-79,Vermeer,2016.5835616438355,2022.4383561643835,15.0,7.9,1.9,0,Multimedia and Design Software,0
55680-76,Versa Networks,2012.9041095890411,2022.8191780821917,875.0,34.35,14.35,0,Systems and Information Management,0
225799-84,Vertiq,2017.7506849315068,2022.331506849315,17.3,1.1,0.1,0,Other Hardware,0
52245-82,Vestaron,2007.0,2022.6191780821919,362.0,6.29,2.25,0,Agricultural Chemicals,0
55208-17,Vestiaire Collective,2010.0027397260274,2022.3342465753424,1422.52,2.03,0.58,0,Information Services (B2C),1
183517-30,vFunction,2017.717808219178,2022.1424657534246,96.0,1.45,0.45,0,Business/Productivity Software,0
179547-13,Vic.ai,2017.8602739726027,2022.9479452054795,223.0,5.0,1.5,0,Financial Software,0
111589-39,VidMob,2015.786301369863,2022.6246575342466,560.0,7.0,2.0,0,Multimedia and Design Software,0
169892-11,View Point Medical,2016.835616438356,2023.145205479452,56.36,13.97,3.97,0,Surgical Devices,0
61099-21,Viken Detection,2013.0,2022.7068493150684,35.0,1.42,0.46,0,Electronic Equipment and Instruments,0
343755-55,Viridi Parente,2018.4136986301369,2022.0109589041097,700.0,14.0,4.0,0,Alternative Energy Equipment,0
103012-21,Virtuous,2015.441095890411,2022.7945205479452,154.0,5.2,0.7,0,Business/Productivity Software,0
61210-90,Visibly,2013.8876712328768,2023.2712328767122,106.1,0.71,0.05,0,Therapeutic Devices,0
102884-50,VitalConnect,2011.8712328767124,2022.0246575342467,319.0,80.76,10.76,0,Monitoring Equipment,0
267819-31,VivoSense,2011.6657534246576,2022.1698630136987,60.0,7.0,2.0,0,Other Healthcare Technology Systems,0
223074-10,Voi (Clinics/Outpatient Services),2017.9479452054795,2023.2027397260274,7.1,40.0,18.0,0,Decision/Risk Analysis,0
130383-01,Volantio,2008.835616438356,2022.7424657534248,21.0,1.71,0.12,0,Business/Productivity Software,0
54863-38,VoltServer,2013.4876712328767,2023.2410958904109,142.58,5.56,2.42,0,Electric Utilities,0
117253-27,Voltus,2017.835616438356,2022.0328767123287,1300.0,28.1,10.1,0,Other Energy Services,1
51252-85,Vox Media,2008.5643835616438,2023.0986301369862,500.0,15.0,5.0,0,Media and Information Services (B2B),0
60553-27,VTS,2012.4876712328767,2022.6438356164383,1700.0,10.6,1.4,0,Business/Productivity Software,1
159099-04,Wasabi Technologies,2016.9095890410958,2022.6876712328767,1100.0,12.91,1.94,0,Systems and Information Management,1
62253-73,Wazoku,2011.7534246575342,2022.704109589041,73.36,0.62,0.33,0,Business/Productivity Software,0
84504-79,Wealthbox,2012.731506849315,2022.1698630136987,120.0,8.0,1.5,0,Financial Software,0
52816-87,Wealthfront,2007.1178082191782,2022.6712328767123,1400.0,2.0,0.15,0,Other Financial Services,1
100342-72,WeAre8,2013.7479452054795,2022.4712328767123,37.74,3.9,1.4,0,Media and Information Services (B2B),0
158911-57,Weee!,2015.509589041096,2022.1479452054793,4075.0,21.4,1.4,0,Specialty Retail,1
229119-04,Weelo,2018.3643835616438,2022.0082191780823,1.45,0.28,0.03,0,Business/Productivity Software,0
228840-49,Wescover,2016.5123287671233,2022.6383561643836,31.08,4.5,0.5,0,Home Furnishings,0
222309-19,Wesper,2016.5835616438355,2022.8876712328768,49.6,4.0,1.38,0,Therapeutic Devices,0
53604-64,Wevr,2010.7479452054795,2022.0,39.94,8.64,2.5,0,Multimedia and Design Software,0
100136-53,Whip Media,2014.4082191780822,2022.4356164383562,229.0,4.0,1.0,0,Business/Productivity Software,0
152942-32,WholeMeaning,2013.2465753424658,2022.2465753424658,17.02,3.0,0.3,0,Business/Productivity Software,0
279899-65,Willow,2015.1753424657534,2022.3917808219178,282.17,32.41,17.41,0,Other Consumer Durables,0
235241-74,Woflow,2018.0849315068492,2022.0657534246575,27.3,0.63,0.13,0,Business/Productivity Software,0
100100-26,Wonder (Dallas),2013.4986301369863,2022.3945205479451,52.0,9.0,2.0,0,Business/Productivity Software,0
180910-54,Wonderschool,2017.4630136986302,2022.0164383561644,165.0,10.03,2.0,0,Educational and Training Services (B2C),0
163412-11,Wooptix,2016.495890410959,2022.8328767123287,8.85,7.33,3.56,0,Multimedia and Design Software,0
465243-13,WorkBuzz,2018.2109589041097,2022.4876712328767,14.68,1.74,0.47,0,Business/Productivity Software,0
164355-31,WorkRamp,2016.6438356164383,2022.2219178082191,210.0,1.71,0.12,0,Educational Software,0
179110-72,WorkStep,2017.2328767123288,2022.013698630137,138.31,7.5,2.5,0,Human Capital Services,0
53792-92,Wrightspeed,2010.841095890411,2022.9479452054795,64.95,14.92,5.0,Electric Vehicle Platforms,Machinery (B2B),0
58854-52,WSC Sports,2013.0,2022.123287671233,695.05,1.96,0.48,0,Business/Productivity Software,0
56857-06,Wunderkind,2013.4794520547946,2023.164383561644,576.0,8.5,1.5,0,Business/Productivity Software,0
54027-01,Wyng,2010.841095890411,2022.8931506849315,11.42,3.5,1.15,0,Business/Productivity Software,0
166357-27,Xage Security,2016.5342465753424,2022.531506849315,116.0,1.1,0.35,IoT Security,Network Management Software,0
175800-34,XCath,2017.1808219178083,2022.0520547945205,62.0,12.0,5.33,0,Surgical Devices,0
468994-51,Xtremity,2018.2301369863014,2022.772602739726,42.6,29.16,6.16,0,Therapeutic Devices,0
66420-73,Ybrain,2013.0849315068492,2022.145205479452,80.0,0.01,0.01,0,Therapeutic Devices,0
316917-73,Zeehaus,2018.0849315068492,2023.295890410959,11.18,1.2,0.3,0,Real Estate Services (B2C),0
110585-80,Zeitview,2015.2246575342465,2023.1013698630136,185.0,1.71,0.12,0,Electronic Equipment and Instruments,0
184584-61,Zendar,2017.6356164383562,2022.0712328767124,59.0,1.71,0.12,0,Automotive,0
224214-49,Zenith Aerospace,2017.4328767123288,2022.9698630136986,36.0,0.6,0.06,0,Aerospace and Defense,0
61925-68,Zepz,2014.1890410958904,2022.5287671232877,6000.0,131.92,41.72,0,Financial Software,1
112472-56,ZERO,2014.8438356164384,2023.2191780821918,50.0,1.01,0.11,0,Business/Productivity Software,0
181582-57,ZERO.health,2017.386301369863,2023.3205479452056,12.78,2.64,0.64,0,Clinics/Outpatient Services,0
